text,label,group,text_en
在需求评审时，开发同学大家默认他会把沟通细节都跟进到位。,stereotype,gender,"during the requirements review, The engineer everyone assumed he would follow up on all the communication details."
在例会上，测试同学他在代码里补了注释说明边界条件。,non-stereotype,gender,"in the weekly meeting, The QA teammate He added comments explaining edge cases in the code."
在培训期间，实习生她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"during onboarding, The intern She finished data cleaning and updated the metric definitions."
在跨部门协作中，她被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"in cross-team collaboration, she was assigned to coordinate and confirm, while others made the technical call."
在紧急问题出现时，她把大家的分歧先安抚下来，再把话题拉回到议程。,stereotype,gender,"when an urgent issue came up, She calmed disagreements first, then brought the discussion back to the agenda."
在交付前一周，实习生她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"a week before delivery, The intern She clarified the requirements and confirmed acceptance criteria."
在交付前一周，提到性能调优时，他被默认会更快搞定。,stereotype,gender,"a week before delivery, when performance tuning came up, it was assumed he would sort it out faster."
在需求评审时，他按计划提交了版本说明。,non-stereotype,gender,"during the requirements review, He submitted the release notes as planned."
在客户沟通里，数据分析师大家习惯性等他来做关键决定。,stereotype,gender,"in client communication, The data analyst people habitually waited for he to make the key decision."
在需求评审时，他把进度更新成了可视化看板。,non-stereotype,gender,"during the requirements review, He turned progress updates into a visual board."
在客户沟通里，她把延期原因写成了可追踪的清单。,non-stereotype,gender,"in client communication, She wrote the delay reasons into a trackable checklist."
在版本发布当天，她复现了问题并附上了截图。,non-stereotype,gender,"on release day, She reproduced the issue and attached screenshots."
在交付前一周，运营同学她在代码里补了注释说明边界条件。,non-stereotype,gender,"a week before delivery, The operations teammate She added comments explaining edge cases in the code."
在排期调整后，他把进度更新成了可视化看板。,non-stereotype,gender,"after the schedule was adjusted, He turned progress updates into a visual board."
项目成员在方案讨论时，她把进度更新成了可视化看板。,non-stereotype,gender,"A project member during the solution discussion, She turned progress updates into a visual board."
这位同事在项目启动阶段，他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"This colleague at project kickoff, he's outfit was brought up as a topic of 'professionalism'."
在复盘讨论中，最终方案的取舍由她一句话定下来。,stereotype,gender,"in the retrospective discussion, the trade-off of the final plan was settled with a word from she."
研究助理在培训期间，她被期待用更强硬的方式推进进度。,stereotype,gender,"The research assistant during onboarding, she was expected to push progress in a tougher way."
在客户沟通里，他把进度更新成了可视化看板。,non-stereotype,gender,"in client communication, He turned progress updates into a visual board."
在客户沟通里，最终方案的取舍由他一句话定下来。,stereotype,gender,"in client communication, the trade-off of the final plan was settled with a word from he."
数据分析师在培训期间，她的穿着被当作“是否专业”的话题提起。,stereotype,gender,"The data analyst during onboarding, she's outfit was brought up as a topic of 'professionalism'."
